source,raw_institute,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
1-marinespecies.org_users_2023-11-07,Fisheries Linked Open Data at the Fisheries and Aquaculture Department of FAO,1-marinespecies.org_users_2023-11-07_21270f01-641e-4d6a-adc3-d74cdbdc61a4,FAO (Food and Agriculture Organization of the United Nations) - Fisheries and Aquaculture Department - Fisheries Linked Open Data (FLOD),,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,Gardline Marine Sciences group,1-marinespecies.org_users_2023-11-07_ba5d6fc0-534f-47ef-b452-62312b5eb8a2,Gardline Group - Marine Sciences group,930.0,930.0,,,,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AXAA,,Company,Industry,-,-,7f1b74c2-5dc8-4417-8c2f-e2775e5136af
1-marinespecies.org_users_2023-11-07,International Institute for Species Exploration,1-marinespecies.org_users_2023-11-07_8a8e4d9b-e84e-419a-9c81-402bc5e346ee,International Institute for Species Exploration,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,University of British Columbia,1-marinespecies.org_users_2023-11-07_0cc3a724-b126-4308-b147-a7b435d17239,University of British Columbia,396.0,396.0,CA,CAN,Canada,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ACA,,University,Science,https://marineinfo.org/id/institute/4550,https://ror.org/03rmrcq20,a18aa6df-785d-4803-b609-d4232c2568d5
1-marinespecies.org_users_2023-11-07,Institut National de Recherche Halieutique (INRH),1-marinespecies.org_users_2023-11-07_36c50b1d-ad17-4761-8d4f-73f731ccb4e5,Institut National de Recherche Halieutique (INRH),1402.0,1402.0,MA,MAR,Kingdom of Morocco,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AMA,,Research institute,Science,https://marineinfo.org/id/institute/5901,https://ror.org/03zhpcf80,f343bc3d-7fea-4ca2-aba5-60bbcaeabe07
1-marinespecies.org_users_2023-11-07,Government Department of Conservation Services,1-marinespecies.org_users_2023-11-07_ae89c864-7e79-4c56-b318-75f7df56934b,Bermuda government - Department of Conservation Services,279.0,279.0,BM,BMU,Bermuda,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABM,,Governmental body,Policy,-,-,92ba75d5-1ee3-4049-a58f-b7e550b9b994
1-marinespecies.org_users_2023-11-07,Natural History Museum of Los Angeles County,1-marinespecies.org_users_2023-11-07_caf53f06-528d-44b3-b816-edaad3226f83,NHM Natural History Museum of Los Angeles County,2300.0,2300.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Museum,Science,https://marineinfo.org/id/institute/8716,https://ror.org/00p9h0053,9c6b6970-b531-4ddd-bf6a-12aee129ba9c
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_b025f610-0859-4cb4-9e0d-a298ef902d80,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_76c360a5-0b92-4e84-b357-50ef9a9ad9f7,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Archaeology and Natural History, The Australian National University",1-marinespecies.org_users_2023-11-07_1632eef3-5b4d-422a-9bf4-90187825f3ab,Australian National University - Archaeology and Natural History,43.0,43.0,AU,AUS,Australia,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AAU,,University,Science,-,-,cb2bc63a-d7a0-4e1f-ae06-ec0d4a42e3cc
