source,email_domain_end,email_domain_name,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_58419e97-e125-4bc4-ae0a-b7f2c3da6f17,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_f4b16a3b-2512-417c-9684-2fcd2968c989,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_e1206fca-574d-453c-a778-48664200a905,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_771db76e-3994-4c99-9ced-e5d4b95c5dde,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_0bf62ee0-762e-4697-93e6-849a973db36b,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_0535a2c0-4292-4a1b-aae7-09834e9e3b10,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_8b5e814f-0940-4f9f-9ae6-c870cb680912,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,vliz,2-mailinglist_lifewatch.be_users_2023-11-07_81dc743b-813a-4486-a6fa-a83156e6fb04,VLIZ Flanders Marine Institute,273.0,273.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/36,https://ror.org/0496vr396,29b5daf6-c18b-4149-8570-1577dba33ecc
2-mailinglist_lifewatch.be_users_2023-11-07,be,inbo,2-mailinglist_lifewatch.be_users_2023-11-07_8b8f6da7-4be6-451e-bae5-fd2e0a0ace11,INBO Research Institute for Nature and Forest,217.0,217.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5443,https://ror.org/00j54wy13,30d5bbf8-ed5b-4982-8be8-f60d6e19f83e
2-mailinglist_lifewatch.be_users_2023-11-07,be,inbo,2-mailinglist_lifewatch.be_users_2023-11-07_e329ab51-a471-4f0e-8d3b-28426ead7485,INBO Research Institute for Nature and Forest,217.0,217.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5443,https://ror.org/00j54wy13,30d5bbf8-ed5b-4982-8be8-f60d6e19f83e
